CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,Visualizzazioni di pagina,Visualizzazioni di pagina uniche,Tempo medio sulla pagina,Accessi,Gender,Age,Device,,,,,,
C12733,763.696095,1,1229.42,1229.42,240,168,151,168,0,1,0,,,,,,
C12734,8073.909084,1,0,0,240,168,152,168,0,1,0,,,,,,
C12735,745.157677,1,485.17,485.17,240,168,153,168,0,1,0,,,,,,
C12736,32.915398,0.727273,192.99,68.6,240,168,154,168,0,1,0,,,,,,
C12737,8198.627284,1,0,0,240,168,155,168,0,1,0,,,,,,
C12738,623.955961,0.818182,0,0,240,168,156,168,0,1,0,,,,,,
C12739,2123.483416,1,2453.18,2051.52,240,168,157,168,0,1,0,,,,,,
C12740,939.348677,1,50,50,240,168,158,168,0,1,0,,,,,,
C12741,1372.486104,1,3005.25,1507.99,240,168,159,168,0,1,0,,,,,,
C12742,123.05867,1,151.92,0,240,168,160,168,0,1,0,,,,,,
C12743,72.794263,1,227.64,0,197,140,107,140,1,1,1,,,,,,
C12744,2376.965338,1,0,0,197,140,107,140,1,1,1,,,,,,
C12745,57.257195,0.818182,472.5,472.5,197,140,107,140,1,1,1,,,,,,
C12746,7499.658084,1,160,160,197,140,107,140,1,1,1,,,,,,
C12747,1564.3964,0.727273,1330,0,197,140,107,140,1,1,1,,,,,,
C12748,4644.779013,1,4820.68,4063.61,197,140,107,140,1,1,1,,,,,,
C12749,7418.314012,1,901.62,858.82,197,140,107,140,1,1,1,,,,,,
C12750,6001.428376,1,0,0,197,140,107,140,1,1,1,,,,,,
C12751,1127.139413,1,185,140,197,140,107,140,1,1,1,,,,,,
C12752,41.217844,0.363636,221.48,221.48,197,140,107,140,1,1,1,,,,,,
C12753,1565.577135,1,0,0,197,140,107,140,1,1,1,,,,,,
C12754,5459.785308,1,262,0,197,140,107,140,1,1,1,,,,,,
C12755,166.295463,0.909091,449.26,449.26,197,140,107,140,1,1,1,,,,,,
C12756,19.294559,1,283.8,0,197,140,107,140,1,1,1,,,,,,
C12757,2478.086158,0.727273,531.48,0,197,140,107,140,1,1,1,,,,,,
C12758,5425.936219,1,209.9,0,197,140,107,140,1,1,1,,,,,,
C12759,5239.381493,625,0,0,197,140,107,140,1,1,1,,,,,,
C12760,142.278809,0.909091,164.68,32.74,197,140,107,140,1,1,1,,,,,,
C12761,4192.143919,1,450,450,197,140,107,140,1,1,1,,,,,,
C12762,2711.995096,1,600,600,197,140,107,140,1,1,1,,,,,,
C12763,432.793131,1,540.13,315.3,197,140,107,140,1,1,1,,,,,,
C12764,127.808682,1,2802.08,2213.43,197,140,107,140,1,1,1,,,,,,
C12765,374.276019,1,3589.05,3138.48,197,140,107,140,1,1,1,,,,,,
C12766,20.758677,0.818182,548.01,0,197,140,107,140,1,1,1,,,,,,
C12767,2061.835735,1,0,0,197,140,107,140,1,1,1,,,,,,
C12768,1744.956833,1,0,0,197,140,107,140,1,1,1,,,,,,
C12769,2241.092286,0.909091,1260,0,197,140,107,140,1,1,1,,,,,,
C12770,2857.598022,0.636364,0,0,197,140,107,140,1,1,1,,,,,,
C12771,1530.725391,1,0,0,197,140,107,140,1,1,1,,,,,,
C12772,337.478135,1,0,0,197,140,107,140,1,1,1,,,,,,
C12773,5145.092629,1,1975.72,679.3,197,140,107,140,1,1,1,,,,,,
C12774,4659.388091,1,1754.19,764.16,197,140,107,140,1,1,1,,,,,,
C12775,2416.555714,1,2266.01,1291.62,197,140,107,140,1,1,1,,,,,,
C12776,1467.212481,0.636364,107,107,197,140,107,140,1,1,1,,,,,,
C12777,1555.053764,1,168,0,197,140,107,140,1,1,1,,,,,,
C12778,127.062095,0.818182,453.3,330.8,197,140,107,140,1,1,1,,,,,,
C12779,259.623619,1,377.79,290.29,197,140,107,140,1,1,1,,,,,,
C12780,28.445432,0.545455,166.2,166.2,197,140,107,140,1,1,1,,,,,,
C12781,0.01968,0.090909,188.02,0,197,140,107,140,1,1,1,,,,,,
C12782,1258.769693,1,142,42,197,140,107,140,1,1,1,,,,,,
C12783,2865.386926,1,0,0,197,140,107,140,1,1,1,,,,,,
C12784,276.446975,1,1429.39,100,197,140,107,140,1,1,1,,,,,,
C12786,2878.528369,1,0,0,197,140,107,140,1,1,1,,,,,,
C12787,499.409588,1,6636.91,6157.74,197,140,107,140,1,1,1,,,,,,
C12788,2489.057383,1,0,0,197,140,107,140,1,1,1,,,,,,
C12789,44.463463,0.545455,154.86,0,197,140,107,140,1,1,1,,,,,,
C12790,201.463946,1,2364.85,2364.85,197,140,107,140,1,1,1,,,,,,
C12791,2508.850418,1,0,0,197,140,107,140,1,1,1,,,,,,
C12792,35.942931,0.818182,425.67,257.72,197,140,107,140,1,1,1,,,,,,
C12793,440.186713,1,985.2,531,197,140,107,140,1,1,1,,,,,,
C12794,783.550476,0.777778,175.8,175.8,197,140,107,140,1,1,1,,,,,,
C12795,511.569448,0.727273,2938.32,1685.35,197,140,107,140,1,1,1,,,,,,
C12796,5901.592192,1,1704.95,1141.55,197,140,107,140,1,1,1,,,,,,
C12797,210.618047,1,290,0,197,140,107,140,1,1,1,,,,,,
C12798,168.473316,0.454545,0,0,197,140,107,140,1,1,1,,,,,,
C12799,1136.796512,1,869.38,391.86,197,140,107,140,1,1,1,,,,,,
C12800,738.956988,1,0,0,197,140,107,140,1,1,1,,,,,,
C12801,858.180885,0.909091,3034.74,2214.86,197,140,107,140,1,1,1,,,,,,
C12802,2065.035103,1,1462.6,1262.6,197,140,107,140,1,1,1,,,,,,
C12803,16.052971,0.545455,127,127,197,140,107,140,1,1,1,,,,,,
C12804,2263.795064,875,320,320,197,140,107,140,1,1,1,,,,,,
C12805,1527.905897,1,0,0,197,140,107,140,1,1,1,,,,,,
C12806,5266.121863,1,9030.08,6345.65,197,140,107,140,1,1,1,,,,,,
C12807,6804.186841,1,640.03,227.6,197,140,107,140,1,1,1,,,,,,
C12808,2836.605817,1,0,0,197,140,107,140,1,1,1,,,,,,
C12809,21.328087,0.545455,512.35,0,197,140,107,140,1,1,1,,,,,,
C12810,259.15982,1,1971.9,1580.98,197,140,107,140,1,1,1,,,,,,
C12811,414.196362,0.909091,794.53,794.53,197,140,107,140,1,1,1,,,,,,
C12812,141.781912,0.545455,1401.4,0,197,140,107,140,1,1,1,,,,,,
C12813,30.530541,0.363636,360.1,192,197,140,107,140,1,1,1,,,,,,
C12814,1198.763306,1,0,0,197,140,107,140,1,1,1,,,,,,
C12815,6187.219303,1,2029.03,1044.28,197,140,107,140,1,1,1,,,,,,
C12816,45.625764,0.545455,0,0,197,140,107,140,1,1,1,,,,,,
C12818,358.011796,0.545455,0,0,197,140,107,140,1,1,1,,,,,,
C12819,810.52348,0.727273,985.33,856.09,197,140,107,140,1,1,1,,,,,,
C12820,2910.425009,1,0,0,197,140,107,140,1,1,1,,,,,,
C12821,6784.258276,1,12.64,0,197,140,107,140,1,1,1,,,,,,
C12822,229.295689,1,2099.89,2099.89,197,140,107,140,1,1,1,,,,,,
C12823,1465.716156,1,555.71,113.45,197,140,107,140,1,1,1,,,,,,
C12824,2315.997841,1,3643.93,2971.8,197,140,107,140,1,1,1,,,,,,
C12825,4202.1695,1,462,462,197,140,107,140,1,1,1,,,,,,
C12826,2085.013555,1,198.27,198.27,197,140,107,140,1,1,1,,,,,,
C12827,51.794504,1,800.11,50.59,197,140,107,140,1,1,1,,,,,,
C12828,13.363762,0.428571,238.9,0,197,140,107,140,1,1,1,,,,,,
C12829,1141.349418,1,6003.86,3474.35,197,140,107,140,1,1,1,,,,,,
C12830,766.261051,1,1462.73,1100.23,197,140,107,140,1,1,1,,,,,,
C12831,155.566852,1,1303.78,207.09,197,140,107,140,1,1,1,,,,,,
C12832,1168.692032,1,0,0,197,140,107,140,1,1,1,,,,,,
C12833,78.027358,0.454545,377.07,377.07,197,140,107,140,1,1,1,,,,,,
C12834,6671.450524,1,369.52,369.52,197,140,107,140,1,1,1,,,,,,
C12835,3057.553683,1,0,0,197,140,107,140,1,1,1,,,,,,
C12836,343.003474,1,3429.49,2789.85,197,140,107,140,1,1,1,,,,,,
C12837,4360.245187,1,703.23,703.23,197,140,107,140,1,1,1,,,,,,
C12838,2900.668727,1,3056.73,260.68,197,140,107,140,1,1,1,,,,,,
C12839,3569.826878,1,3056.06,1994.34,197,140,107,140,1,1,1,,,,,,
C12840,3412.603461,1,3790.29,1516.3,197,140,107,140,1,1,1,,,,,,
C12841,1519.396916,1,0,0,197,140,107,140,1,1,1,,,,,,
C12842,1388.825312,1,974.42,901.92,197,140,107,140,1,1,1,,,,,,
C12843,12.313357,0.636364,107.41,0,197,140,107,140,1,1,1,,,,,,
C12844,300.140362,1,2366.36,555,197,140,107,140,1,1,1,,,,,,
C12845,267.88449,0.454545,129,129,197,140,107,140,1,1,1,,,,,,
C12846,179.882212,1,828,0,197,140,107,140,1,1,1,,,,,,
C12847,49.901311,0.727273,790.65,538.01,197,140,107,140,1,1,1,,,,,,
C12848,468.138723,0.545455,0,0,197,140,107,140,1,1,1,,,,,,
C12849,1197.052656,1,298.51,97.5,197,140,107,140,1,1,1,,,,,,
C12850,2632.469367,1,0,0,197,140,107,140,1,1,1,,,,,,
C12851,24.479088,1,90,0,197,140,107,140,1,1,1,,,,,,
C12852,1391.33075,1,530.5,530.5,197,140,107,140,1,1,1,,,,,,
C12853,2748.868773,1,598.5,598.5,197,140,107,140,1,1,1,,,,,,
C12854,1525.273429,1,133.4,0,197,140,107,140,1,1,1,,,,,,
C12855,149.345328,1,1424.4,1330.91,197,140,107,140,1,1,1,,,,,,
C12857,1364.390161,1,786,646,197,140,107,140,1,1,1,,,,,,
C12858,2274.992396,1,1794.82,1618.72,197,140,107,140,1,1,1,,,,,,
C12859,2611.487156,1,0,0,197,140,107,140,1,1,1,,,,,,
C12860,11930.78446,1,37.03,0,197,140,107,140,1,1,1,,,,,,
C12861,95.843629,0.818182,1210.95,201.99,197,140,107,140,1,1,1,,,,,,
C12862,2518.248504,1,1086.17,1013.17,197,140,107,140,1,1,1,,,,,,
C12863,6380.474771,1,4381.33,2080.87,197,140,107,140,1,1,1,,,,,,
C12864,937.052256,1,2003.98,455.62,197,140,107,140,1,1,1,,,,,,
C12865,1693.287862,1,90,90,197,140,107,140,1,1,1,,,,,,
C12866,111.902733,1,1554.86,1499.12,197,140,107,140,1,1,1,,,,,,
C12867,13.925681,0.272727,462.78,422.78,197,140,107,140,1,1,1,,,,,,
C12868,3003.711667,1,349.45,0,197,140,107,140,1,1,1,,,,,,
C12869,13.75098,0.181818,214.38,214.38,197,140,107,140,1,1,1,,,,,,
C12871,176.478557,0.545455,600,600,197,140,107,140,1,1,1,,,,,,
C12872,2124.720599,1,1006.01,686.01,197,140,107,140,1,1,1,,,,,,
C12873,6043.926807,1,0,0,197,140,107,140,1,1,1,,,,,,
C12874,801.513783,1,1697.02,1217.02,197,140,107,140,1,1,1,,,,,,
C12875,2791.652315,1,0,0,197,140,107,140,1,1,1,,,,,,
C12876,1452.868602,1,93.34,0,197,140,107,140,1,1,1,,,,,,
C12877,5311.500998,1,2339.79,2339.79,197,140,107,140,1,1,1,,,,,,
C12878,58.142915,0.4,0,0,197,140,107,140,1,1,1,,,,,,
C12879,1738.454303,1,0,0,197,140,107,140,1,1,1,,,,,,
C12880,115.376754,1,448.15,448.15,197,140,107,140,1,1,1,,,,,,
C12881,1615.436077,1,2610.29,2406.97,197,140,107,140,1,1,1,,,,,,
C12883,111.789941,1,1157.94,943.94,197,140,107,140,1,1,1,,,,,,
C12884,11.4334,0.090909,250,250,197,140,107,140,1,1,1,,,,,,
C12885,169.019496,1,4769.98,1164.35,197,140,107,140,1,1,1,,,,,,
C12886,1016.583226,1,120,0,197,140,107,140,1,1,1,,,,,,
C12887,111.729154,0.454545,824.1,824.1,197,140,107,140,1,1,1,,,,,,
C12888,2486.194077,1,2869.17,1761.23,197,140,107,140,1,1,1,,,,,,
C12889,2728.076143,1,155.32,0,197,140,107,140,1,1,1,,,,,,
C12890,467.220993,1,1110.17,640.17,197,140,107,140,1,1,1,,,,,,
C12891,165.192464,1,206.32,0,197,140,107,140,1,1,1,,,,,,
C12892,2414.43578,1,689.4,689.4,197,140,107,140,1,1,1,,,,,,
C12893,2432.276042,1,7156.11,5921.26,197,140,107,140,1,1,1,,,,,,
C12894,1485.081634,1,48.22,48.22,197,140,107,140,1,1,1,,,,,,
C12895,1723.637852,1,660.61,437.08,197,140,107,140,1,1,1,,,,,,
C12896,1738.802811,1,395,395,197,140,107,140,1,1,1,,,,,,
C12897,1912.691045,0.666667,0,0,197,140,107,140,1,1,1,,,,,,
C12898,302.142293,1,3612.24,3340.05,197,140,107,140,1,1,1,,,,,,
C12899,185.725079,0.818182,456.05,0,197,140,107,140,1,1,1,,,,,,
C12900,2269.800656,0.714286,0,0,197,140,107,140,1,1,1,,,,,,
C12901,750.070967,1,311.2,311.2,197,140,107,140,1,1,1,,,,,,
C12902,2287.854278,0.909091,0,0,197,140,107,140,1,1,1,,,,,,
C12903,7.817753,0.272727,170.02,0,197,140,107,140,1,1,1,,,,,,
C12904,877.603886,1,7786.4,215,197,140,107,140,1,1,1,,,,,,
C12905,11642.60156,1,15108.47,2370,197,140,107,140,1,1,1,,,,,,
C12906,2893.135916,1,0,0,197,140,107,140,1,1,1,,,,,,
C12907,1589.083369,1,0,0,197,140,107,140,1,1,1,,,,,,
C12908,2540.711001,1,844.38,844.38,197,140,107,140,1,1,1,,,,,,
C12909,1023.124791,1,1537.93,1093.67,197,140,107,140,1,1,1,,,,,,
C12910,3937.87556,1,0,0,197,140,107,140,1,1,1,,,,,,
C12911,1079.008102,1,0,0,197,140,107,140,1,1,1,,,,,,
C12912,2545.614986,1,0,0,197,140,107,140,1,1,1,,,,,,
C12913,1659.414215,1,324,324,197,140,107,140,1,1,1,,,,,,
C12914,4484.839808,1,591.3,0,197,140,107,140,1,1,1,,,,,,
C12915,335.360271,1,3237.47,3237.47,197,140,107,140,1,1,1,,,,,,
C12916,8214.860286,1,5213.41,2396.6,197,140,107,140,1,1,1,,,,,,
C12917,745.72702,0.727273,137.7,35,197,140,107,140,1,1,1,,,,,,
C12918,302.091029,0.818182,0,0,197,140,107,140,1,1,1,,,,,,
C12919,438.550144,1,3647.61,3403.79,197,140,107,140,1,1,1,,,,,,
C12920,646.745968,0.818182,0,0,197,140,107,140,1,1,1,,,,,,
C12921,9266.08054,1,100,0,197,140,107,140,1,1,1,,,,,,
C12922,2735.480264,0.636364,100,0,197,140,107,140,1,1,1,,,,,,
C12923,160.530303,0.363636,299.38,299.38,197,140,107,140,1,1,1,,,,,,
C12924,2.386716,0.454545,115,0,197,140,107,140,1,1,1,,,,,,
C12925,199.753857,1,1569.23,940.51,197,140,107,140,1,1,1,,,,,,
C12926,1647.990537,1,127.46,127.46,197,140,107,140,1,1,1,,,,,,
C12927,1362.551313,1,0,0,197,140,107,140,1,1,1,,,,,,
C12928,2221.252825,0.545455,0,0,197,140,107,140,1,1,1,,,,,,
C12929,101.138672,1,1411.82,546.02,197,140,107,140,1,1,1,,,,,,
C12930,19.411374,1,229.92,0,197,140,107,140,1,1,1,,,,,,
C12931,189.11961,1,429.88,0,197,140,107,140,1,1,1,,,,,,
C12932,67.86054,0.363636,295.64,189,197,140,107,140,1,1,1,,,,,,
C12933,1338.317684,0.909091,0,0,197,140,107,140,1,1,1,,,,,,
C12934,5099.850196,1,805.45,695.9,197,140,107,140,1,1,1,,,,,,
C12935,68.222735,0.909091,537.68,0,197,140,107,140,1,1,1,,,,,,
C12936,4028.756012,1,361.07,104.38,197,140,107,140,1,1,1,,,,,,
C12937,9.730297,0.636364,99.24,0,197,140,107,140,1,1,1,,,,,,
C12938,224.915345,0.545455,2330,0,197,140,107,140,1,1,1,,,,,,
C12939,1378.911019,1,0,0,197,140,107,140,1,1,1,,,,,,
C12941,2017.948347,1,1137.55,1137.55,197,140,107,140,1,1,1,,,,,,
C12943,409.194212,0.545455,1213.23,1213.23,197,140,107,140,1,1,1,,,,,,
C12944,3130.53708,1,428.16,428.16,197,140,107,140,1,1,1,,,,,,
C12945,1143.409012,1,0,0,197,140,107,140,1,1,1,,,,,,
C12946,4215.771256,1,0,0,197,140,107,140,1,1,1,,,,,,
C12947,54.952957,0.636364,470.12,0,152,120,-112,7,0,1,0,,,,,,
C12948,1539.46423,1,629.78,423.89,152,120,-111,7,0,1,0,,,,,,
C12949,2589.500085,1,0,0,152,120,-110,7,0,1,0,,,,,,
C12950,798.070226,1,660.02,530.19,152,120,-109,7,0,1,0,,,,,,
C12951,6877.333016,1,0,0,152,120,-108,7,0,1,0,,,,,,
C12952,234.544023,1,2453.46,408.97,152,120,-107,7,0,1,0,,,,,,
C12953,4420.693904,1,0,0,152,120,-106,7,0,1,0,,,,,,
C12954,5757.919072,1,5544.45,3169.2,152,120,-105,7,0,1,0,,,,,,
C12955,2341.625484,1,2153.83,1260.08,152,120,-104,7,0,1,0,,,,,,
C12956,1022.687467,1,409.92,0,152,120,-103,7,0,1,0,,,,,,
C12957,1497.869891,1,806.64,681.69,152,120,-102,7,0,1,0,,,,,,
C12958,115.340163,1,54.67,0,152,120,-101,7,0,1,0,,,,,,
C12959,1175.749847,1,848.26,115,152,120,-100,7,0,1,0,,,,,,
C12960,512.058666,0.818182,921.2,664.73,152,120,-99,7,0,1,0,,,,,,
C12961,40.645069,1,636.83,636.83,152,120,-98,7,0,1,0,,,,,,
C12962,12323.84536,1,989.32,989.32,152,120,-97,7,0,1,0,,,,,,
C12963,967.177679,1,208.4,0,152,120,-96,7,0,1,0,,,,,,
C12964,97.453056,0.818182,334.73,334.73,152,120,-95,7,0,1,0,,,,,,
C12965,346.782576,1,961.12,961.12,152,120,-94,7,0,1,0,,,,,,
C12966,32.228288,0.636364,73.45,73.45,152,120,-93,7,0,1,0,,,,,,
C12967,39.642014,1,0,0,152,120,-92,7,0,1,0,,,,,,
C12968,1902.444082,1,0,0,152,120,-91,7,0,1,0,,,,,,
C12969,600.777518,1,760.38,269.53,152,120,-90,7,0,1,0,,,,,,
C12970,2864.644318,0.9,135,70,152,120,-89,7,0,1,0,,,,,,
C12971,4994.957253,1,0,0,152,120,-88,7,0,1,0,,,,,,
C12972,5392.29598,1,0,0,152,120,-87,7,0,1,0,,,,,,
C12973,1841.606048,1,0,0,152,120,-86,7,0,1,0,,,,,,
C12974,2809.125422,1,65.5,65.5,152,120,-85,7,0,1,0,,,,,,
C12975,1305.724538,1,509.88,0,152,120,-84,7,0,1,0,,,,,,
C12976,258.148852,1,433.2,0,152,120,-83,7,0,1,0,,,,,,
C12977,162.722336,1,222.7,94.7,152,120,-82,7,0,1,0,,,,,,
C12978,4007.610043,1,83,83,152,120,-81,7,0,1,0,,,,,,
C12979,11.759081,0.181818,100.94,0,152,120,-80,7,0,1,0,,,,,,
C12980,1384.008582,1,0,0,152,120,-79,7,0,1,0,,,,,,
C12981,6980.228444,1,4400,4000,152,120,-78,7,0,1,0,,,,,,
C12982,2964.124423,1,118.05,0,152,120,-77,7,0,1,0,,,,,,
C12983,78.287038,1,1045.76,63.2,152,120,-76,7,0,1,0,,,,,,
C12984,1307.937701,1,1280.58,237.4,152,120,-75,7,0,1,0,,,,,,
C12985,27.93791,0.727273,205.92,0,152,120,-74,7,0,1,0,,,,,,
C12986,77.305919,0.727273,171.06,0,152,120,-73,7,0,1,0,,,,,,
C12987,807.091888,1,1272.53,356.64,152,120,-72,7,0,1,0,,,,,,
C12988,5423.576453,1,1672.55,107.89,152,120,-71,7,0,1,0,,,,,,
C12989,1290.524209,1,1518.26,1024.83,152,120,-70,7,0,1,0,,,,,,
C12990,34.869037,1,356.32,0,152,120,-69,7,0,1,0,,,,,,
C12991,811.564879,1,558.08,492.04,152,120,-68,7,0,1,0,,,,,,
C12992,1109.109473,1,113,113,152,120,-67,7,0,1,0,,,,,,
C12993,969.034643,1,50.85,50.85,152,120,-66,7,0,1,0,,,,,,
C12994,80.167956,0.545455,1053.52,1053.52,152,120,-65,7,0,1,0,,,,,,
C12995,607.912561,1,205.84,205.84,152,120,-64,7,0,1,0,,,,,,
C12996,0,0,199.73,22,152,120,-63,7,0,1,0,,,,,,
C12997,1758.703148,1,3955.35,3502.36,152,120,-62,7,0,1,0,,,,,,
C12998,169.062888,1,1556.66,209.33,152,120,-61,7,0,1,0,,,,,,
C12999,268.577278,0.181818,0,0,152,120,-60,7,0,1,0,,,,,,
C13000,1431.670328,1,1020.76,0,152,120,-59,7,0,1,0,,,,,,
C13001,241.097264,1,790.6,63.9,152,120,-58,7,0,1,0,,,,,,
C13002,1484.705242,1,2673.3,2272.02,152,120,-57,7,0,1,0,,,,,,
C13004,54.80309,0.636364,462.32,0,152,120,-56,7,0,1,0,,,,,,
C13005,1687.570137,1,162.04,73.04,152,120,-55,7,0,1,0,,,,,,
C13006,1182.045732,1,130,70,152,120,-54,7,0,1,0,,,,,,
C13007,2304.087171,1,0,0,152,120,-53,7,0,1,0,,,,,,
C13008,8030.872986,1,0,0,152,120,-52,7,0,1,0,,,,,,
C13009,1.151323,0.181818,60.3,60.3,152,120,-51,7,0,1,0,,,,,,
C13011,188.701762,0.454545,900.45,900.45,152,120,-50,7,0,1,0,,,,,,
C13012,2136.814161,1,0,0,152,120,-49,7,0,1,0,,,,,,
C13013,1747.858092,1,3048.4,2500.8,152,120,-48,7,0,1,0,,,,,,
C13014,2637.334329,1,0,0,152,120,-47,7,0,1,0,,,,,,
C13015,499.437461,1,0,0,152,120,-46,7,0,1,0,,,,,,
C13016,21.32716,1,309.74,0,152,120,-45,7,0,1,0,,,,,,
C13017,1534.294061,1,6508.72,3342.9,152,120,-44,7,0,1,0,,,,,,
C13018,61.954938,1,477.42,0,152,120,-43,7,0,1,0,,,,,,
C13019,1294.324002,1,0,0,152,120,-42,7,0,1,0,,,,,,
C13020,657.831607,1,612.25,0,152,120,-41,7,0,1,0,,,,,,
C13021,2708.9687,1,0,0,152,120,-40,7,0,1,0,,,,,,
C13022,689.764098,0.818182,0,0,152,120,-39,7,0,1,0,,,,,,
C13023,6329.586806,0.714286,0,0,152,120,-38,7,0,1,0,,,,,,
C13024,4446.40675,1,0,0,152,120,-37,7,0,1,0,,,,,,
C13025,1173.662921,0.818182,0,0,152,120,-36,7,0,1,0,,,,,,
C13026,21.881488,1,168.08,0,152,120,-35,7,0,1,0,,,,,,
C13027,1518.638794,0.727273,0,0,152,120,-34,7,0,1,0,,,,,,
C13028,1061.439175,1,0,0,152,120,-33,7,0,1,0,,,,,,
C13029,1579.728772,1,0,0,152,120,-32,7,0,1,0,,,,,,
C13031,6.149295,0.181818,169.01,0,152,120,-31,7,0,1,0,,,,,,
C13032,2848.735428,1,95.67,95.67,152,120,-30,7,0,1,0,,,,,,
C13033,32.215585,1,0,0,152,120,-29,7,0,1,0,,,,,,
C13034,5823.907919,1,0,0,152,120,-28,7,0,1,0,,,,,,
C13035,978.567283,1,1401.54,0,152,120,-27,7,0,1,0,,,,,,
C13036,1588.447753,1,825.96,825.96,152,120,-26,7,0,1,0,,,,,,
C13037,1530.883538,1,964.67,964.67,152,120,-25,7,0,1,0,,,,,,
C13038,180.230777,0.818182,1653.91,997.1,152,120,-24,7,0,1,0,,,,,,
C13039,256.182628,0.181818,111.39,111.39,152,120,-23,7,0,1,0,,,,,,
C13040,1794.484219,1,197.7,197.7,152,120,-22,7,0,1,0,,,,,,
C13041,1103.988247,1,0,0,152,120,-21,7,0,1,0,,,,,,
C13042,1783.622522,1,0,0,152,120,-20,7,0,1,0,,,,,,
C13043,3560.734141,1,0,0,152,120,-19,7,0,1,0,,,,,,
C13044,4751.340645,1,309.86,0,152,120,-18,7,0,1,0,,,,,,
C13045,33.663794,1,585.6,0,152,120,-17,7,0,1,0,,,,,,
C13046,124.739834,1,1004.3,0,152,120,-16,7,0,1,0,,,,,,
C13047,2786.494499,1,0,0,152,120,-15,7,0,1,0,,,,,,
C13048,6538.064926,1,1554.42,193.1,152,120,-14,7,0,1,0,,,,,,
C13049,4360.032452,1,0,0,152,120,-13,7,0,1,0,,,,,,
C13050,1013.23312,0.909091,0,0,152,120,-12,7,0,1,0,,,,,,
C13051,7215.745096,1,0,0,152,120,-11,7,0,1,0,,,,,,
C13052,2320.402196,1,436,0,152,120,-10,7,0,1,0,,,,,,
C13053,8791.161142,1,0,0,152,120,-9,7,0,1,0,,,,,,
C13054,22.720976,0.545455,853.75,123.5,152,120,-8,7,0,1,0,,,,,,
C13056,1083.787792,1,110,110,152,120,-7,7,0,1,0,,,,,,
C13057,3.744802,0.272727,154.5,154.5,152,120,-6,7,0,1,0,,,,,,
C13058,5968.583246,1,22381.97,19150.02,152,120,-5,7,0,1,0,,,,,,
C13059,2249.367093,1,902.43,902.43,152,120,-4,7,0,1,0,,,,,,
C13060,326.648686,1,1086.16,188,152,120,-3,7,0,1,0,,,,,,
C13061,3481.400783,1,188,188,152,120,-2,7,0,1,0,,,,,,
C13062,2237.238086,1,120,120,152,120,-1,7,0,1,0,,,,,,
C13063,1611.720259,1,955.59,873.85,152,120,0,7,0,1,0,,,,,,
C13064,3294.951011,1,2923.07,2762,152,120,1,7,0,1,0,,,,,,
C13065,1436.783799,1,258.86,25.52,152,120,2,7,0,1,0,,,,,,
C13066,78.44322,1,1367.73,0,152,120,3,7,0,1,0,,,,,,
C13067,3586.66025,1,342,177,152,120,4,7,0,1,0,,,,,,
C13068,1119.464067,1,0,0,152,120,5,7,0,1,0,,,,,,
C13069,190.872836,0.545455,3011.36,0,152,120,6,7,0,1,0,,,,,,
C13070,4881.395564,0.909091,849.78,849.78,152,120,7,7,0,1,0,,,,,,
C13071,891.111576,0.909091,698.99,0,152,120,8,7,0,1,0,,,,,,
C13072,124.732546,0.818182,301.07,301.07,152,120,9,7,0,1,0,,,,,,
C13073,1820.216623,1,4877.66,2341.16,152,120,10,7,0,1,0,,,,,,
C13074,212.080181,1,618,333,152,120,11,7,0,1,0,,,,,,
C13076,2135.406047,1,1600.09,1425.13,152,120,12,7,0,1,0,,,,,,
C13077,523.329585,1,5819.46,4646.02,152,120,13,7,0,1,0,,,,,,
C13078,2655.715643,1,0,0,152,120,14,7,0,1,0,,,,,,
C13079,17.415068,0.727273,147.7,0,152,120,15,7,0,1,0,,,,,,
C13080,347.577293,0.857143,26.8,26.8,152,120,16,7,0,1,0,,,,,,
C13081,2201.533726,1,0,0,152,120,17,7,0,1,0,,,,,,
C13082,169.850339,1,1693.03,39,152,120,18,7,0,1,0,,,,,,
C13083,1584.358415,1,0,0,152,120,19,7,0,1,0,,,,,,
C13084,5030.927831,1,99,99,152,120,20,7,0,1,0,,,,,,
C13085,982.165343,1,435.72,45.65,152,120,21,7,0,1,0,,,,,,
C13086,233.376877,1,1178.12,901.5,152,120,22,7,0,1,0,,,,,,
C13087,1201.149593,1,851.21,260.45,152,120,23,7,0,1,0,,,,,,
C13088,36.607995,0.545455,224.4,224.4,152,120,24,7,0,1,0,,,,,,
C13089,2380.291402,1,1433.2,487.74,152,120,25,7,0,1,0,,,,,,
C13090,198.377577,0.636364,0,0,152,120,26,7,0,1,0,,,,,,
C13091,27.585915,0.090909,0,0,152,120,27,7,0,1,0,,,,,,
C13092,1369.969909,1,1770,1770,152,120,28,7,0,1,0,,,,,,
C13093,100.037595,1,414.48,0,152,120,29,7,0,1,0,,,,,,
C13094,1412.593167,1,1278.5,1278.5,152,120,30,7,0,1,0,,,,,,
C13095,3473.463277,1,1182.95,718.75,152,120,31,7,0,1,0,,,,,,
C13096,411.894578,1,2948.1,2706.59,152,120,32,7,0,1,0,,,,,,
C13097,3380.990237,1,984.31,984.31,152,120,33,7,0,1,0,,,,,,
C13098,381.959463,0.545455,1013.6,1013.6,152,120,34,7,0,1,0,,,,,,
